MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	9.270752	Sec	6/8/2017 1:16:14 PM
Axial Force	Axial Displacement	Time
N	mm	Sec
0.10040676	-46.796268	1.8928223
0.0024635289	-46.816135	1.9929199
0.073116846	-46.802963	2.0930176
0.080398284	-46.792488	2.1931152
0.059067141	-46.797184	2.2932129
0.067586556	-46.794754	2.3933105
0.076389946	-46.79158	2.4934082
0.062020831	-46.793884	2.5935059
0.072191939	-46.793106	2.6936035
0.066951148	-46.79179	2.7937012
0.072897069	-46.791565	2.8937988
0.087932065	-46.787544	2.9938965
0.065120161	-46.791962	3.0939941
0.14972624	-46.771866	3.1940918
0.12716375	-46.770344	3.2941895
0.13431317	-46.769783	3.3942871
0.12253298	-46.770039	3.4943848
0.11155435	-46.773701	3.5944824
0.17783099	-46.759129	3.6945801
0.17606276	-46.752689	3.7946777
0.15613906	-46.758804	3.8947754
0.20582208	-46.744331	3.994873
0.160569	-46.750347	4.0949707
0.17883271	-46.746891	4.1950684
0.16801102	-46.747391	4.295166
0.1787883	-46.744324	4.3952637
0.15817705	-46.746693	4.4953613
0.17851713	-46.742973	4.595459
0.15887082	-46.743198	4.6955566
0.23042664	-46.731396	4.7956543
0.1455185	-46.736526	4.895752
0.24146138	-46.723892	4.9958496
0.19335379	-46.724422	5.0959473
0.211126	-46.722427	5.1960449
0.1995201	-46.721523	5.2961426
0.20033653	-46.721809	5.3962402
0.21402003	-46.718704	5.4963379
0.20022984	-46.720684	5.5964355
0.22391909	-46.71685	5.6965332
0.22149909	-46.715111	5.7966309
0.28565943	-46.703896	5.8967285
0.25692031	-46.704205	5.9968262
0.29279482	-46.699879	6.0969238
0.27356514	-46.698494	6.1970215
0.2934505	-46.696068	6.2971191
0.28987864	-46.694515	6.3972168
0.28279713	-46.69595	6.4973145
0.29508936	-46.693932	6.5974121
0.29972157	-46.692387	6.6975098
0.27750847	-46.694946	6.7976074
0.35986403	-46.681427	6.8977051
0.27538893	-46.689701	6.9978027
0.36156854	-46.675827	7.0979004
0.31172562	-46.681393	7.197998
0.33047777	-46.677502	7.2980957
0.3235833	-46.677704	7.3981934
0.31684649	-46.677464	7.498291
0.30037349	-46.677094	7.5983887
0.30635947	-46.678028	7.6984863
0.36462373	-46.665062	7.798584
0.29650131	-46.672997	7.8986816
0.37396285	-46.659393	7.9987793
0.32440972	-46.664516	8.098877
0.34427541	-46.66111	8.1989746
0.34729272	-46.659908	8.2990723
0.32596618	-46.661236	8.3991699
0.34429955	-46.659134	8.4992676
0.41146362	-46.649158	8.5993652
0.32392836	-46.655407	8.6994629
0.44344968	-46.640427	8.7995605
0.37533522	-46.645748	8.8996582
0.41740897	-46.639545	8.9997559
0.40675595	-46.640808	9.0998535
0.39678422	-46.640186	9.1999512
0.42257366	-46.638439	9.3000488
0.42581651	-46.637463	9.4001465
0.46114895	-46.62896	9.5002441
0.46926853	-46.629208	9.6003418
0.46157569	-46.625237	9.7004395
0.46731305	-46.625095	9.8005371
0.45397988	-46.625217	9.9006348
0.46880168	-46.622681	10.000732
0.44157484	-46.625572	10.10083
0.44714928	-46.622784	10.200928
0.50251734	-46.617298	10.301025
0.41225547	-46.620487	10.401123
0.54131103	-46.606171	10.501221
0.42153215	-46.618011	10.601318
0.52803141	-46.601582	10.701416
0.48020405	-46.60627	10.801514
0.47223145	-46.603928	10.901611
0.48160911	-46.602562	11.001709
0.4794839	-46.60194	11.101807
0.46635023	-46.602875	11.201904
0.47163081	-46.602409	11.302002
0.47775131	-46.600426	11.4021
0.54049504	-46.591537	11.502197
0.52293158	-46.592213	11.602295
0.54065865	-46.588184	11.702393
0.54115957	-46.586609	11.80249
0.55452913	-46.584358	11.902588
0.53804851	-46.58466	12.002686
0.55579543	-46.581234	12.102783
0.56661999	-46.579826	12.202881
0.5548678	-46.580151	12.302979
0.60203183	-46.576145	12.403076
0.54518008	-46.576801	12.503174
0.64609629	-46.566139	12.603271
0.58898813	-46.57029	12.703369
0.62310153	-46.565716	12.803467
0.59884685	-46.566475	12.903564
0.59879065	-46.565414	13.003662
0.60587001	-46.564678	13.10376
0.60109323	-46.564274	13.203857
0.59848976	-46.562912	13.303955
0.61266226	-46.561909	13.404053
0.57777935	-46.559414	13.50415
0.67398334	-46.550636	13.604248
0.61196959	-46.554802	13.704346
0.6374051	-46.550369	13.804443
0.61478645	-46.552055	13.904541
0.640598	-46.548256	14.004639
0.62247354	-46.548592	14.104736
0.61667919	-46.548206	14.204834
0.68846655	-46.538849	14.304932
0.6978144	-46.538265	14.405029
0.60784167	-46.542126	14.505127
0.74118882	-46.528957	14.605225
0.66060734	-46.534794	14.705322
0.71290183	-46.528286	14.80542
0.69763839	-46.5294	14.905518
0.69794363	-46.528	15.005615
0.69596469	-46.527294	15.105713
0.70966297	-46.526497	15.205811
0.67981708	-46.527649	15.305908
0.76622361	-46.515476	15.406006
0.76512551	-46.51704	15.506104
0.71840787	-46.516209	15.606201
0.77541286	-46.511211	15.706299
0.74161661	-46.513363	15.806396
0.74160528	-46.510921	15.906494
0.73611647	-46.510651	16.006592
0.72336936	-46.511837	16.106689
0.73151475	-46.509651	16.206787
0.80285513	-46.502155	16.306885
0.68558419	-46.509533	16.406982
0.80777919	-46.496105	16.50708
0.7650857	-46.499138	16.607178
0.7570793	-46.497677	16.707275
0.7586332	-46.497433	16.807373
0.77458024	-46.495289	16.907471
0.7699061	-46.494919	17.007568
0.74596065	-46.495895	17.107666
0.82215965	-46.486965	17.207764
0.83747697	-46.48555	17.307861
0.79936302	-46.485428	17.407959
0.83564496	-46.48114	17.508057
0.82761616	-46.480942	17.608154
0.83664	-46.478977	17.708252
0.83945477	-46.477886	17.80835
0.83846706	-46.477036	17.908447
0.83513862	-46.47649	18.008545
0.84853446	-46.473907	18.108643
0.89117783	-46.469837	18.20874
0.81142133	-46.472729	18.308838
0.91862595	-46.462093	18.408936
0.88919467	-46.46455	18.509033
0.87890649	-46.463318	18.609131
0.90352291	-46.460922	18.709229
0.88108641	-46.461609	18.809326
0.88715583	-46.459446	18.909424
0.88208222	-46.459827	19.009521
0.88323718	-46.459332	19.109619
0.85653979	-46.45668	19.209717
0.95123595	-46.448715	19.309814
0.90411079	-46.451775	19.409912
0.91917229	-46.448654	19.51001
0.92508453	-46.447636	19.610107
0.89759427	-46.448372	19.710205
0.94908279	-46.442593	19.810303
0.92253864	-46.442913	19.9104
0.93170887	-46.440823	20.010498
0.92196792	-46.440758	20.110596
0.91498762	-46.440697	20.210693
1.0132527	-46.430782	20.310791
0.99100465	-46.432518	20.410889
0.95478708	-46.432278	20.510986
0.99407589	-46.428032	20.611084
0.98263276	-46.42823	20.711182
0.98986262	-46.426052	20.811279
0.99354619	-46.425575	20.911377
0.98442286	-46.424435	21.011475
1.0015876	-46.422832	21.111572
0.99508601	-46.42205	21.21167
0.99041909	-46.42157	21.311768
1.0082682	-46.416149	21.411865
1.0837227	-46.410294	21.511963
1.0302079	-46.413567	21.612061
1.0156862	-46.410763	21.712158
1.0539472	-46.407295	21.812256
1.0314558	-46.408195	21.912354
1.032614	-46.406246	22.012451
1.0281875	-46.406746	22.112549
1.0249575	-46.405476	22.212646
1.0351363	-46.403725	22.312744
1.0242081	-46.404594	22.412842
1.058256	-46.400661	22.512939
1.0318779	-46.39901	22.613037
1.1292906	-46.390705	22.713135
1.085107	-46.392941	22.813232
1.0899965	-46.39188	22.91333
1.1034828	-46.390244	23.013428
1.0881428	-46.390236	23.113525
1.0829509	-46.389709	23.213623
1.0702572	-46.38966	23.313721
1.1741654	-46.37896	23.413818
1.1553251	-46.380653	23.513916
1.1036838	-46.380211	23.614014
1.1481353	-46.376637	23.714111
1.154196	-46.376122	23.814209
1.1188945	-46.376717	23.914307
1.1363959	-46.374416	24.014404
1.1267287	-46.37442	24.114502
1.1440246	-46.372604	24.2146
1.1266479	-46.372776	24.314697
1.1189576	-46.373001	24.414795
1.1447936	-46.369984	24.514893
1.1345435	-46.370373	24.61499
1.1419379	-46.368263	24.715088
1.1542996	-46.365955	24.815186
1.1809061	-46.361794	24.915283
1.1830866	-46.360676	25.015381
1.1837337	-46.36042	25.115479
1.1764145	-46.35955	25.215576
1.1939893	-46.357422	25.315674
1.2042309	-46.355976	25.415771
1.1988058	-46.355465	25.515869
1.2412344	-46.351902	25.615967
1.1723391	-46.354073	25.716064
1.2396264	-46.346039	25.816162
1.2574234	-46.344364	25.91626
1.2450107	-46.344448	26.016357
1.2309929	-46.344402	26.116455
1.2454817	-46.342815	26.216553
1.2665697	-46.340801	26.31665
1.2487404	-46.340199	26.416748
1.2697785	-46.338577	26.516846
1.2926061	-46.334965	26.616943
1.2968957	-46.332561	26.717041
1.2812368	-46.333149	26.817139
1.2686776	-46.331875	26.917236
1.298678	-46.329449	27.017334
1.2810625	-46.329021	27.117432
1.2818638	-46.328423	27.217529
1.2873976	-46.327187	27.317627
1.2769691	-46.326569	27.417725
1.2813143	-46.325027	27.517822
1.2766725	-46.325016	27.61792
1.2754337	-46.321545	27.718018
1.3436397	-46.315434	27.818115
1.3146497	-46.316124	27.918213
1.3051467	-46.315445	28.018311
1.3249377	-46.312881	28.118408
1.3188745	-46.311825	28.218506
1.3293296	-46.310276	28.318604
1.3352808	-46.309204	28.418701
1.3423496	-46.308399	28.518799
1.3552252	-46.306751	28.618896
1.4125242	-46.301144	28.718994
1.4182187	-46.29974	28.819092
1.3774227	-46.300926	28.919189
1.4162035	-46.296871	29.019287
1.4325999	-46.295067	29.119385
1.4307851	-46.295147	29.219482
1.4409161	-46.293575	29.31958
1.4354755	-46.292645	29.419678
1.4370788	-46.291367	29.519775
1.4352478	-46.290531	29.619873
1.4591683	-46.288891	29.719971
1.4092879	-46.289825	29.820068
1.4715655	-46.28463	29.920166
1.4766648	-46.282627	30.020264
1.4546541	-46.283558	30.120361
1.4589156	-46.281971	30.220459
1.4279612	-46.283325	30.320557
1.3982784	-46.283737	30.420654
1.4300677	-46.280788	30.520752
1.4213076	-46.281044	30.62085
1.4288164	-46.278671	30.720947
1.4076405	-46.279358	30.821045
1.4213471	-46.274738	30.921143
1.5024503	-46.269382	31.02124
1.4777951	-46.270596	31.121338
1.4529485	-46.270538	31.221436
1.4728065	-46.268135	31.321533
1.4845588	-46.266708	31.421631
1.4997573	-46.265095	31.521729
1.4912415	-46.264534	31.621826
1.5261515	-46.262028	31.721924
1.5152625	-46.261536	31.822021
1.6126573	-46.253666	31.922119
1.6248896	-46.252403	32.022217
1.5696362	-46.254929	32.122314
1.5799646	-46.252518	32.222412
1.5838752	-46.25177	32.32251
1.5880903	-46.251392	32.422607
1.5909551	-46.250328	32.522705
1.5860084	-46.250683	32.622803
1.5580713	-46.250713	32.7229
1.6605854	-46.24316	32.822998
1.5883394	-46.247131	32.923096
1.586169	-46.243618	33.023193
1.5942361	-46.241776	33.123291
1.6166494	-46.240608	33.223389
1.5706917	-46.242554	33.323486
1.5608536	-46.241215	33.423584
