MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	32.001465	Sec	6/8/2017 6:05:56 PM
Axial Force	Axial Displacement	Time
N	mm	Sec
0.11029159	-45.735123	2.8876953
0.12998542	-45.714283	2.987793
0.054644678	-45.736626	3.0878906
0.14426935	-45.711857	3.1879883
0.11964233	-45.711674	3.2880859
0.10194451	-45.717281	3.3881836
0.13784674	-45.707062	3.4882813
0.10602394	-45.712971	3.5883789
0.12784781	-45.708637	3.6884766
0.13232915	-45.706779	3.7885742
0.19721664	-45.681419	3.8886719
0.10685983	-45.700481	3.9887695
0.19405706	-45.679287	4.0888672
0.17549402	-45.676712	4.1889648
0.15311894	-45.681854	4.2890625
0.17908582	-45.676239	4.3891602
0.15113916	-45.678608	4.4892578
0.14903498	-45.68148	4.5893555
0.155311	-45.678997	4.6894531
0.22679506	-45.657894	4.7895508
0.14788705	-45.668064	4.8896484
0.2114682	-45.657814	4.9897461
0.21522781	-45.649059	5.0898438
0.19434693	-45.652012	5.1899414
0.21993507	-45.644836	5.2900391
0.18680298	-45.6497	5.3901367
0.19618747	-45.647484	5.4902344
0.18641153	-45.648834	5.590332
0.22257584	-45.642471	5.6904297
0.2612752	-45.625633	5.7905273
0.21151744	-45.635342	5.890625
0.26696876	-45.620811	5.9907227
0.22773352	-45.625961	6.0908203
0.25792655	-45.62059	6.190918
0.23391169	-45.623634	6.2910156
0.25816369	-45.619377	6.3911133
0.26192704	-45.615925	6.4912109
0.25558186	-45.616745	6.5913086
0.26938722	-45.613407	6.6914063
0.25319144	-45.614834	6.7915039
0.29141942	-45.608891	6.8916016
0.34231848	-45.588379	6.9916992
0.26659253	-45.601456	7.0917969
0.35021511	-45.581982	7.1918945
0.30906597	-45.584347	7.2919922
0.30602837	-45.586475	7.3920898
0.30055594	-45.584892	7.4921875
0.31557155	-45.581745	7.5922852
0.30117723	-45.58316	7.6923828
0.36576089	-45.568409	7.7924805
0.29355237	-45.574913	7.8925781
0.37953579	-45.559544	7.9926758
0.32843402	-45.561909	8.0927734
0.35147768	-45.558094	8.1928711
0.33730605	-45.557781	8.2929688
0.33859822	-45.557636	8.3930664
0.3514874	-45.553486	8.4931641
0.34240699	-45.554554	8.5932617
0.41698161	-45.535347	8.6933594
0.3294386	-45.548828	8.793457
0.44244185	-45.524799	8.8935547
0.36586672	-45.533463	8.9936523
0.41958317	-45.525269	9.09375
0.40146959	-45.524746	9.1938477
0.38897547	-45.526558	9.2939453
0.41402662	-45.521473	9.394043
0.41070372	-45.521309	9.4941406
0.40167457	-45.521717	9.5942383
0.48520434	-45.504608	9.6943359
0.37994051	-45.517216	9.7944336
0.51030904	-45.493538	9.8945313
0.44560581	-45.498493	9.9946289
0.4784694	-45.493851	10.094727
0.45209417	-45.494873	10.194824
0.45680174	-45.495262	10.294922
0.44709393	-45.49427	10.39502
0.46580246	-45.490665	10.495117
0.44228202	-45.494106	10.595215
0.48801693	-45.487125	10.695313
0.4760021	-45.480839	10.79541
0.51237863	-45.477562	10.895508
0.49459866	-45.473171	10.995605
0.49529278	-45.472061	11.095703
0.48026362	-45.47226	11.195801
0.51109231	-45.467258	11.295898
0.4989191	-45.467087	11.395996
0.49040297	-45.466515	11.496094
0.49181142	-45.464916	11.596191
0.49434853	-45.464466	11.696289
0.50713754	-45.461273	11.796387
0.56941491	-45.447414	11.896484
0.49251038	-45.454777	11.996582
0.58762121	-45.440559	12.09668
0.52298838	-45.446087	12.196777
