MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	102.58643	Sec	5/8/2017 6:19:50 PM
Time	Axial Displacement	Axial Force
Sec	mm	N
55.224609	-26.394365	0.77363312
55.324707	-26.39344	0.80697531
55.424805	-26.393106	0.80338204
55.524902	-26.39329	0.8094818
55.625	-26.393362	0.78980637
55.725098	-26.39459	0.75601
55.825195	-26.395414	0.73388082
55.925293	-26.395428	0.72012901
56.025391	-26.394754	0.73054165
56.125488	-26.394693	0.71697819
56.225586	-26.39422	0.75374156
56.325684	-26.393133	0.7727024
56.425781	-26.394342	0.73620909
56.525879	-26.394798	0.71987146
56.625977	-26.394976	0.70457417
56.726074	-26.394165	0.71893311
56.826172	-26.393456	0.74765968
56.92627	-26.391428	0.79271913
57.026367	-26.390272	0.83028525
57.126465	-26.39016	0.82185984
57.226563	-26.391289	0.81858557
57.32666	-26.390676	0.80772954
57.426758	-26.390642	0.82021558
57.526855	-26.390615	0.81895441
57.626953	-26.388838	0.8635093
57.727051	-26.388378	0.87945294
57.827148	-26.388241	0.8774128
57.927246	-26.387756	0.88010472
58.027344	-26.388525	0.8526116
58.127441	-26.388947	0.8503499
58.227539	-26.389887	0.82644832
58.327637	-26.388048	0.86075372
58.427734	-26.387896	0.86021465
58.527832	-26.389656	0.80864036
58.62793	-26.390743	0.77729726
58.728027	-26.391733	0.74585909
58.828125	-26.393166	0.71018797
58.928223	-26.39259	0.71231741
59.02832	-26.392664	0.71510077
59.128418	-26.392673	0.70204067
59.228516	-26.393257	0.68367302
59.328613	-26.392721	0.69908702
59.428711	-26.392057	0.71626252
59.528809	-26.391077	0.74607986
59.628906	-26.392069	0.72595942
59.729004	-26.391056	0.73560441
59.829102	-26.389496	0.77217638
59.929199	-26.388641	0.81174946
60.029297	-26.386816	0.86277527
60.129395	-26.386942	0.86045164
60.229492	-26.38694	0.87281442
60.32959	-26.386112	0.88448197
60.429688	-26.384462	0.93286884
60.529785	-26.38431	0.92865568
60.629883	-26.384857	0.92446738
60.72998	-26.385117	0.91233104
60.830078	-26.385231	0.90974706
60.930176	-26.386314	0.89221442
61.030273	-26.386452	0.8697657
61.130371	-26.38649	0.87955892
61.230469	-26.384905	0.90927076
61.330566	-26.385143	0.90271842
61.430664	-26.386681	0.85230285
61.530762	-26.388811	0.79042912
61.630859	-26.3899	0.7453233
61.730957	-26.389971	0.7396906
61.831055	-26.389452	0.73414135
61.931152	-26.389542	0.72341418
62.03125	-26.389498	0.73083407
62.131348	-26.38883	0.72634393
62.231445	-26.388216	0.75152069
62.331543	-26.387646	0.76270306
62.431641	-26.387703	0.76497614
62.531738	-26.387348	0.77623266
62.631836	-26.386343	0.79973191
62.731934	-26.38456	0.84863412
62.832031	-26.382132	0.92280805
62.932129	-26.381392	0.929452
63.032227	-26.38134	0.93210942
63.132324	-26.381449	0.92368102
63.232422	-26.380739	0.95498461
63.33252	-26.378485	1.000376
63.432617	-26.379164	0.99913871
63.532715	-26.380177	0.97094071
63.632813	-26.38047	0.957546
63.73291	-26.380877	0.95569336
63.833008	-26.381914	0.92789191
63.933105	-26.383657	0.87240642
64.033203	-26.384378	0.85368735
64.133301	-26.384052	0.85785216
64.233398	-26.385691	0.81369406
64.333496	-26.386723	0.78148937
64.433594	-26.386831	0.76121992
64.533691	-26.388683	0.71979707
64.633789	-26.388256	0.71908784
64.733887	-26.388161	0.70670658
64.833984	-26.387918	0.71321839
64.934082	-26.386387	0.73400801
65.03418	-26.385986	0.74525875
65.134277	-26.384453	0.78135389
65.234375	-26.383362	0.80327374
65.334473	-26.382315	0.82320285
65.43457	-26.381477	0.85946542
65.534668	-26.379709	0.90216357
65.634766	-26.379366	0.9316541
65.734863	-26.378035	0.96275926
65.834961	-26.376617	0.98108757
65.935059	-26.376516	0.99212676
66.035156	-26.376884	0.98995644
66.135254	-26.377111	0.99113733
66.235352	-26.377371	0.98207092
66.335449	-26.377092	0.97152233
66.435547	-26.378021	0.95374078
66.535645	-26.377434	0.96273702
66.635742	-26.376596	0.99097937
66.73584	-26.376884	0.98650438
66.835938	-26.379486	0.90829158
66.936035	-26.381304	0.86661857
67.036133	-26.383268	0.79165649
67.13623	-26.383984	0.76632583
67.236328	-26.384058	0.76385468
67.336426	-26.384106	0.75520384
67.436523	-26.384068	0.74269241
